,Order ID,Order Date,Ship Date,Customer Name,Country,City,State,Postal Code,Region,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
17,CA-2011-167164,13-05-2011,15-05-2011,Alejandro Grove,USA,West Jordan,Utah,84084,West,Office Supplies,Storage,Fellowes Super Stor/Drawer,55.5,2,0,9.99
18,CA-2011-143336,27-08-2011,01-09-2011,Zuschuss Donatelli,USA,San Francisco,California,94109,West,Office Supplies,Art,Newell 341,8.56,2,0,2.4824
19,CA-2011-143336,27-08-2011,01-09-2011,Zuschuss Donatelli,USA,San Francisco,California,94109,West,Technology,Phones,Cisco SPA 501G IP Phone,213.48,3,0.2,16.011
20,CA-2011-143336,27-08-2011,01-09-2011,Zuschuss Donatelli,USA,San Francisco,California,94109,West,Office Supplies,Binders,"Wilson Jones Hanging View Binder, White, 1""",22.72,4,0.2,7.384
21,CA-2013-137330,10-12-2013,14-12-2013,Ken Black,USA,Fremont,Nebraska,68025,Central,Office Supplies,Art,Newell 318,19.46,7,0,5.0596
22,CA-2013-137330,10-12-2013,14-12-2013,Ken Black,USA,Fremont,Nebraska,68025,Central,Office Supplies,Appliances,"Acco Six-Outlet Power Strip, 4' Cord Length",60.34,7,0,15.6884
23,US-2014-156909,17-07-2014,19-07-2014,Sandra Flanagan,USA,Philadelphia,Pennsylvania,19140,East,Furniture,Chairs,"Global Deluxe Stacking Chair, Gray",71.372,2,0.3,-1.0196
24,CA-2012-106320,25-09-2012,30-09-2012,Emily Burns,USA,Orem,Utah,84057,West,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,1044.63,3,0,240.2649
25,CA-2013-121755,16-01-2013,20-01-2013,Eric Hoffmann,USA,Los Angeles,California,90049,West,Office Supplies,Binders,Wilson Jones Active Use Binders,11.648,2,0.2,4.2224
26,CA-2013-121755,16-01-2013,20-01-2013,Eric Hoffmann,USA,Los Angeles,California,90049,West,Technology,Accessories,Imation 8GB Mini TravelDrive USB 2.0 Flash Drive,90.57,3,0,11.7741
27,US-2012-150630,17-09-2012,21-09-2012,Tracy Blumstein,USA,Philadelphia,Pennsylvania,19140,East,Furniture,Bookcases,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",3083.43,7,0.5,-1665.0522
28,US-2012-150630,17-09-2012,21-09-2012,Tracy Blumstein,USA,Philadelphia,Pennsylvania,19140,East,Office Supplies,Binders,Avery Recycled Flexi-View Covers for Binding Systems,9.618,2,0.7,-7.0532
29,US-2012-150630,17-09-2012,21-09-2012,Tracy Blumstein,USA,Philadelphia,Pennsylvania,19140,East,Furniture,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",124.2,3,0.2,15.525
30,US-2012-150630,17-09-2012,21-09-2012,Tracy Blumstein,USA,Philadelphia,Pennsylvania,19140,East,Office Supplies,Envelopes,Poly String Tie Envelopes,3.264,2,0.2,1.1016
31,US-2012-150630,17-09-2012,21-09-2012,Tracy Blumstein,USA,Philadelphia,Pennsylvania,19140,East,Office Supplies,Art,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",86.304,6,0.2,9.7092
32,US-2012-150630,17-09-2012,21-09-2012,Tracy Blumstein,USA,Philadelphia,Pennsylvania,19140,East,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",6.858,6,0.7,-5.715
33,US-2012-150630,17-09-2012,21-09-2012,Tracy Blumstein,USA,Philadelphia,Pennsylvania,19140,East,Office Supplies,Art,Lumber Crayons,15.76,2,0.2,3.546
34,CA-2014-107727,20-10-2014,24-10-2014,Matt Abelman,USA,Houston,Texas,77095,Central,Office Supplies,Paper,Staples,29.472,3,0.2,9.9468
35,CA-2013-117590,09-12-2013,11-12-2013,Gene Hale,USA,Richardson,Texas,75080,Central,Technology,Phones,GE 30524EE4,1097.544,7,0.2,123.4737
36,CA-2013-117590,09-12-2013,11-12-2013,Gene Hale,USA,Richardson,Texas,75080,Central,Furniture,Furnishings,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",190.92,5,0.6,-147.963
37,CA-2012-117415,27-12-2012,31-12-2012,Steve Nguyen,USA,Houston,Texas,77041,Central,Office Supplies,Envelopes,"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes",113.328,9,0.2,35.415
38,CA-2012-117415,27-12-2012,31-12-2012,Steve Nguyen,USA,Houston,Texas,77041,Central,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",532.3992,3,0.32,-46.9764
39,CA-2012-117415,27-12-2012,31-12-2012,Steve Nguyen,USA,Houston,Texas,77041,Central,Furniture,Chairs,"Global Fabric Manager's Chair, Dark Gray",212.058,3,0.3,-15.147
40,CA-2012-117415,27-12-2012,31-12-2012,Steve Nguyen,USA,Houston,Texas,77041,Central,Technology,Phones,Plantronics HL10 Handset Lifter,371.168,4,0.2,41.7564
41,CA-2014-120999,11-09-2014,16-09-2014,Linda Cazamias,USA,Naperville,Illinois,60540,Central,Technology,Phones,Panasonic Kx-TS550,147.168,4,0.2,16.5564
42,CA-2013-101343,18-07-2013,23-07-2013,Ruben Ausman,USA,Los Angeles,California,90049,West,Office Supplies,Storage,"Eldon Base for stackable storage shelf, platinum",77.88,2,0,3.894
43,CA-2014-139619,20-09-2014,24-09-2014,Erin Smith,USA,Melbourne,Florida,32935,South,Office Supplies,Storage,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",95.616,2,0.2,9.5616
44,CA-2013-118255,12-03-2013,14-03-2013,Odella Nelson,USA,Eagan,Minnesota,55122,Central,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",45.98,2,0,19.7714
45,CA-2013-118255,12-03-2013,14-03-2013,Odella Nelson,USA,Eagan,Minnesota,55122,Central,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,17.46,2,0,8.2062
46,CA-2011-146703,20-10-2011,25-10-2011,Patrick O'Donnell,USA,Westland,Michigan,48185,Central,Office Supplies,Storage,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",211.96,4,0,8.4784
47,CA-2013-169194,21-06-2013,26-06-2013,Lena Hernandez,USA,Dover,Delaware,19901,East,Technology,Accessories,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,45,3,0,4.95
48,CA-2013-169194,21-06-2013,26-06-2013,Lena Hernandez,USA,Dover,Delaware,19901,East,Technology,Phones,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",21.8,2,0,6.104
49,CA-2012-115742,18-04-2012,22-04-2012,Darren Powers,USA,New Albany,Indiana,47150,Central,Office Supplies,Binders,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",38.22,6,0,17.9634
50,CA-2012-115742,18-04-2012,22-04-2012,Darren Powers,USA,New Albany,Indiana,47150,Central,Office Supplies,Labels,Avery 485,75.18,6,0,35.3346
51,CA-2012-115742,18-04-2012,22-04-2012,Darren Powers,USA,New Albany,Indiana,47150,Central,Furniture,Furnishings,Longer-Life Soft White Bulbs,6.16,2,0,2.9568
52,CA-2012-115742,18-04-2012,22-04-2012,Darren Powers,USA,New Albany,Indiana,47150,Central,Furniture,Chairs,"Global Leather Task Chair, Black",89.99,1,0,17.0981
53,CA-2013-105816,12-12-2013,18-12-2013,Janet Molinari,USA,New York City,New York,10024,East,Office Supplies,Fasteners,Advantus Push Pins,15.26,7,0,6.2566
54,CA-2013-105816,12-12-2013,18-12-2013,Janet Molinari,USA,New York City,New York,10024,East,Technology,Phones,AT&T CL83451 4-Handset Telephone,1029.95,5,0,298.6855
55,CA-2013-111682,18-06-2013,19-06-2013,Ted Butterfield,USA,Troy,New York,12180,East,Office Supplies,Storage,Home/Office Personal File Carts,208.56,6,0,52.14
56,CA-2013-111682,18-06-2013,19-06-2013,Ted Butterfield,USA,Troy,New York,12180,East,Office Supplies,Paper,Xerox 232,32.4,5,0,15.552
57,CA-2013-111682,18-06-2013,19-06-2013,Ted Butterfield,USA,Troy,New York,12180,East,Furniture,Chairs,Novimex Turbo Task Chair,319.41,5,0.1,7.098
58,CA-2013-111682,18-06-2013,19-06-2013,Ted Butterfield,USA,Troy,New York,12180,East,Office Supplies,Paper,"Array Parchment Paper, Assorted Colors",14.56,2,0,6.9888
59,CA-2013-111682,18-06-2013,19-06-2013,Ted Butterfield,USA,Troy,New York,12180,East,Technology,Accessories,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,30,2,0,3.3
60,CA-2013-111682,18-06-2013,19-06-2013,Ted Butterfield,USA,Troy,New York,12180,East,Office Supplies,Binders,Plastic Binding Combs,48.48,4,0.2,16.362
61,CA-2013-111682,18-06-2013,19-06-2013,Ted Butterfield,USA,Troy,New York,12180,East,Office Supplies,Art,Prang Dustless Chalk Sticks,1.68,1,0,0.84
62,CA-2012-135545,24-11-2012,30-11-2012,Kunst Miller,USA,Los Angeles,California,90004,West,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack",13.98,2,0,6.1512
63,CA-2012-135545,24-11-2012,30-11-2012,Kunst Miller,USA,Los Angeles,California,90004,West,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",25.824,6,0.2,9.3612
64,CA-2012-135545,24-11-2012,30-11-2012,Kunst Miller,USA,Los Angeles,California,90004,West,Office Supplies,Paper,Xerox 1943,146.73,3,0,68.9631
65,CA-2012-135545,24-11-2012,30-11-2012,Kunst Miller,USA,Los Angeles,California,90004,West,Furniture,Furnishings,Luxo Economy Swing Arm Lamp,79.76,4,0,22.3328
66,US-2012-164175,30-04-2012,05-05-2012,Paul Stevenson,USA,Chicago,Illinois,60610,Central,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray",213.115,5,0.3,-15.2225
67,CA-2011-106376,05-12-2011,10-12-2011,Brendan Sweed,USA,Gilbert,Arizona,85234,West,Office Supplies,Art,"Hunt BOSTON Model 1606 High-Volume Electric Pencil Sharpener, Beige",1113.024,8,0.2,111.3024
68,CA-2011-106376,05-12-2011,10-12-2011,Brendan Sweed,USA,Gilbert,Arizona,85234,West,Technology,Phones,netTALK DUO VoIP Telephone Service,167.968,4,0.2,62.988
69,CA-2013-119823,05-06-2013,07-06-2013,Karen Daniels,USA,Springfield,Virginia,22153,South,Office Supplies,Paper,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",75.88,2,0,35.6636
70,CA-2013-106075,19-09-2013,24-09-2013,Henry MacAllister,USA,New York City,New York,10009,East,Office Supplies,Binders,Avery Binding System Hidden Tab Executive Style Index Sets,4.616,1,0.2,1.731
71,CA-2014-114440,15-09-2014,18-09-2014,Tracy Blumstein,USA,Jackson,Michigan,49201,Central,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",19.05,3,0,8.763
72,US-2012-134026,26-04-2012,02-05-2012,Joel Eaton,USA,Memphis,Tennessee,38109,South,Furniture,Chairs,High-Back Leather Manager's Chair,831.936,8,0.2,-114.3912
73,US-2012-134026,26-04-2012,02-05-2012,Joel Eaton,USA,Memphis,Tennessee,38109,South,Furniture,Furnishings,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",97.04,2,0.2,1.213
74,US-2012-134026,26-04-2012,02-05-2012,Joel Eaton,USA,Memphis,Tennessee,38109,South,Office Supplies,Storage,Safco Industrial Wire Shelving System,72.784,1,0.2,-18.196
75,US-2014-118038,10-12-2014,12-12-2014,Ken Brennan,USA,Houston,Texas,77041,Central,Office Supplies,Binders,Economy Binders,1.248,3,0.8,-1.9344
76,US-2014-118038,10-12-2014,12-12-2014,Ken Brennan,USA,Houston,Texas,77041,Central,Furniture,Furnishings,"6"" Cubicle Wall Clock, Black",9.708,3,0.6,-5.8248
77,US-2014-118038,10-12-2014,12-12-2014,Ken Brennan,USA,Houston,Texas,77041,Central,Office Supplies,Storage,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",27.24,3,0.2,2.724
78,US-2011-147606,26-11-2011,01-12-2011,Joel Eaton,USA,Houston,Texas,77070,Central,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",19.3,5,0.6,-14.475
79,CA-2013-127208,13-06-2013,16-06-2013,Stewart Carmichael,USA,Decatur,Alabama,35601,South,Office Supplies,Appliances,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",208.16,1,0,56.2032
80,CA-2013-127208,13-06-2013,16-06-2013,Stewart Carmichael,USA,Decatur,Alabama,35601,South,Office Supplies,Binders,Avery Heavy-Duty EZD  Binder With Locking Rings,16.74,3,0,8.0352
81,CA-2011-139451,12-10-2011,16-10-2011,Duane Noonan,USA,San Francisco,California,94122,West,Office Supplies,Art,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",14.9,5,0,4.172
82,CA-2011-139451,12-10-2011,16-10-2011,Duane Noonan,USA,San Francisco,California,94122,West,Office Supplies,Storage,"Sortfiler Multipurpose Personal File Organizer, Black",21.39,1,0,6.2031
83,CA-2012-149734,03-09-2012,08-09-2012,Julie Creighton,USA,Durham,North Carolina,27707,South,Office Supplies,Envelopes,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,200.984,7,0.2,62.8075
84,US-2014-119662,14-11-2014,17-11-2014,Christopher Schild,USA,Chicago,Illinois,60623,Central,Office Supplies,Storage,Safco Industrial Wire Shelving,230.376,3,0.2,-48.9549
85,CA-2014-140088,29-05-2014,31-05-2014,Patrick O'Donnell,USA,Columbia,South Carolina,29203,South,Furniture,Chairs,Novimex Swivel Fabric Task Chair,301.96,2,0,33.2156
86,CA-2014-155558,27-10-2014,03-11-2014,Paul Gonzalez,USA,Rochester,Minnesota,55901,Central,Technology,Accessories,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,19.99,1,0,6.7966
87,CA-2014-155558,27-10-2014,03-11-2014,Paul Gonzalez,USA,Rochester,Minnesota,55901,Central,Office Supplies,Labels,Avery 511,6.16,2,0,2.9568
88,CA-2013-159695,06-04-2013,11-04-2013,Gary Mitchum,USA,Houston,Texas,77095,Central,Office Supplies,Storage,Eldon Portable Mobile Manager,158.368,7,0.2,13.8572
89,CA-2013-109806,18-09-2013,23-09-2013,Jim Sink,USA,Los Angeles,California,90036,West,Office Supplies,Art,Turquoise Lead Holder with Pocket Clip,20.1,3,0,6.633
90,CA-2013-109806,18-09-2013,23-09-2013,Jim Sink,USA,Los Angeles,California,90036,West,Technology,Phones,Panasonic Kx-TS550,73.584,2,0.2,8.2782
91,CA-2013-109806,18-09-2013,23-09-2013,Jim Sink,USA,Los Angeles,California,90036,West,Office Supplies,Paper,Xerox 1995,6.48,1,0,3.1104
92,CA-2012-149587,31-01-2012,05-02-2012,Karl Braun,USA,Minneapolis,Minnesota,55407,Central,Office Supplies,Paper,Xerox 1999,12.96,2,0,6.2208
93,CA-2012-149587,31-01-2012,05-02-2012,Karl Braun,USA,Minneapolis,Minnesota,55407,Central,Furniture,Furnishings,"Seth Thomas 13 1/2"" Wall Clock",53.34,3,0,16.5354
94,CA-2012-149587,31-01-2012,05-02-2012,Karl Braun,USA,Minneapolis,Minnesota,55407,Central,Office Supplies,Binders,Ibico Standard Transparent Covers,32.96,2,0,16.1504
95,US-2014-109484,07-11-2014,13-11-2014,Roger Barcio,USA,Portland,Oregon,97206,West,Office Supplies,Binders,Flexible Leather- Look Classic Collection Ring Binder,5.682,1,0.7,-3.788
96,CA-2014-161018,10-11-2014,12-11-2014,Parhena Norris,USA,New York City,New York,10009,East,Furniture,Furnishings,9-3/4 Diameter Round Wall Clock,96.53,7,0,40.5426
97,CA-2014-157833,18-06-2014,21-06-2014,Katherine Ducich,USA,San Francisco,California,94122,West,Office Supplies,Binders,Trimflex Flexible Post Binders,51.312,3,0.2,17.9592
98,CA-2013-149223,07-09-2013,12-09-2013,Elpida Rittenbach,USA,Saint Paul,Minnesota,55106,Central,Office Supplies,Appliances,Fellowes Basic Home/Office Series Surge Protectors,77.88,6,0,22.5852
99,CA-2013-158568,30-08-2013,03-09-2013,Rick Bensley,USA,Chicago,Illinois,60610,Central,Office Supplies,Paper,Avery Personal Creations Heavyweight Cards,64.624,7,0.2,22.6184
100,CA-2013-158568,30-08-2013,03-09-2013,Rick Bensley,USA,Chicago,Illinois,60610,Central,Technology,Accessories,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,95.976,3,0.2,-10.7973
101,CA-2013-158568,30-08-2013,03-09-2013,Rick Bensley,USA,Chicago,Illinois,60610,Central,Office Supplies,Binders,Avery Hidden Tab Dividers for Binding Systems,1.788,3,0.8,-3.0396
102,CA-2013-129903,02-12-2013,05-12-2013,Gary Zandusky,USA,Rochester,Minnesota,55901,Central,Office Supplies,Paper,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),23.92,4,0,11.7208
103,US-2012-156867,13-11-2012,17-11-2012,Lena Cacioppo,USA,Aurora,Colorado,80013,West,Technology,Accessories,Logitech K350 2.4Ghz Wireless Keyboard,238.896,6,0.2,-26.8758
104,US-2012-156867,13-11-2012,17-11-2012,Lena Cacioppo,USA,Aurora,Colorado,80013,West,Furniture,Furnishings,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",102.36,3,0.2,-3.8385
105,US-2012-156867,13-11-2012,17-11-2012,Lena Cacioppo,USA,Aurora,Colorado,80013,West,Office Supplies,Binders,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",36.882,3,0.7,-25.8174
106,CA-2014-119004,24-11-2014,29-11-2014,Janet Martin,USA,Charlotte,North Carolina,28205,South,Technology,Accessories,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,74.112,8,0.2,17.6016
107,CA-2014-119004,24-11-2014,29-11-2014,Janet Martin,USA,Charlotte,North Carolina,28205,South,Technology,Phones,Speck Products Candyshell Flip Case,27.992,1,0.2,2.0994
108,CA-2014-119004,24-11-2014,29-11-2014,Janet Martin,USA,Charlotte,North Carolina,28205,South,Office Supplies,Art,Newell Chalk Holder,3.304,1,0.2,1.0738
109,CA-2012-129476,15-10-2012,20-10-2012,Pete Armstrong,USA,Orland Park,Illinois,60462,Central,Technology,Accessories,Logitech Gaming G510s - Keyboard,339.96,5,0.2,67.992
110,CA-2014-146780,26-12-2014,31-12-2014,Cynthia Voltz,USA,New York City,New York,10035,East,Furniture,Furnishings,Magnifier Swing Arm Lamp,41.96,2,0,10.9096
111,CA-2013-128867,04-11-2013,11-11-2013,Clay Ludtke,USA,Urbandale,Iowa,50322,Central,Office Supplies,Art,"Hunt PowerHouse Electric Pencil Sharpener, Blue",75.96,2,0,22.788
112,CA-2013-128867,04-11-2013,11-11-2013,Clay Ludtke,USA,Urbandale,Iowa,50322,Central,Office Supplies,Binders,"Avery Durable Plastic 1"" Binders",27.24,6,0,13.3476
113,CA-2011-115259,25-08-2011,27-08-2011,Ryan Crowe,USA,Columbus,Ohio,43229,East,Office Supplies,Fasteners,"OIC Colored Binder Clips, Assorted Sizes",40.096,14,0.2,14.5348
114,CA-2011-115259,25-08-2011,27-08-2011,Ryan Crowe,USA,Columbus,Ohio,43229,East,Office Supplies,Envelopes,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",4.72,2,0.2,1.652
115,CA-2011-115259,25-08-2011,27-08-2011,Ryan Crowe,USA,Columbus,Ohio,43229,East,Office Supplies,Paper,Xerox 1921,23.976,3,0.2,7.4925
116,CA-2011-115259,25-08-2011,27-08-2011,Ryan Crowe,USA,Columbus,Ohio,43229,East,Office Supplies,Envelopes,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",130.464,6,0.2,44.0316
117,CA-2012-110457,02-03-2012,06-03-2012,Dave Kipp,USA,Seattle,Washington,98103,West,Furniture,Tables,Hon Racetrack Conference Tables,787.53,3,0,165.3813
118,US-2012-136476,05-04-2012,10-04-2012,Greg Guthrie,USA,Bristol,Tennessee,37620,South,Office Supplies,Binders,GBC DocuBind 300 Electric Binding Machine,157.794,1,0.7,-115.7156
119,CA-2013-103730,13-06-2013,16-06-2013,Steven Cartwright,USA,Wilmington,Delaware,19805,East,Furniture,Furnishings,Artistic Insta-Plaque,47.04,3,0,18.3456
120,CA-2013-103730,13-06-2013,16-06-2013,Steven Cartwright,USA,Wilmington,Delaware,19805,East,Office Supplies,Binders,DXL Angle-View Binders with Locking Rings by Samsill,30.84,4,0,13.878
121,CA-2013-103730,13-06-2013,16-06-2013,Steven Cartwright,USA,Wilmington,Delaware,19805,East,Office Supplies,Storage,"Companion Letter/Legal File, Black",226.56,6,0,63.4368
122,CA-2013-103730,13-06-2013,16-06-2013,Steven Cartwright,USA,Wilmington,Delaware,19805,East,Office Supplies,Envelopes,Globe Weis Peel & Seel First Class Envelopes,115.02,9,0,51.759
123,CA-2013-103730,13-06-2013,16-06-2013,Steven Cartwright,USA,Wilmington,Delaware,19805,East,Technology,Phones,KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7,68.04,7,0,19.7316
124,US-2011-152030,26-12-2011,28-12-2011,Alan Dominguez,USA,Houston,Texas,77041,Central,Furniture,Chairs,Global Deluxe High-Back Manager's Chair,600.558,3,0.3,-8.5794
125,US-2011-134614,20-09-2011,25-09-2011,Philip Fox,USA,Bloomington,Illinois,61701,Central,Furniture,Tables,Bevis 44 x 96 Conference Tables,617.7,6,0.5,-407.682
126,US-2014-107272,06-11-2014,13-11-2014,Troy Staebel,USA,Phoenix,Arizona,85023,West,Office Supplies,Binders,"Avery Durable Slant Ring Binders, No Labels",2.388,2,0.7,-1.8308
127,US-2014-107272,06-11-2014,13-11-2014,Troy Staebel,USA,Phoenix,Arizona,85023,West,Office Supplies,Storage,"Trav-L-File Heavy-Duty Shuttle II, Black",243.992,7,0.2,30.499
128,US-2013-125969,07-11-2013,11-11-2013,Lindsay Shagiari,USA,Los Angeles,California,90004,West,Furniture,Chairs,"Global Task Chair, Black",81.424,2,0.2,-9.1602
129,US-2013-125969,07-11-2013,11-11-2013,Lindsay Shagiari,USA,Los Angeles,California,90004,West,Furniture,Furnishings,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,238.56,3,0,26.2416
130,US-2014-164147,03-02-2014,06-02-2014,Dorothy Wardle,USA,Columbus,Ohio,43229,East,Technology,Phones,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,59.97,5,0.4,-11.994
131,US-2014-164147,03-02-2014,06-02-2014,Dorothy Wardle,USA,Columbus,Ohio,43229,East,Office Supplies,Paper,Xerox 1916,78.304,2,0.2,29.364
132,US-2014-164147,03-02-2014,06-02-2014,Dorothy Wardle,USA,Columbus,Ohio,43229,East,Office Supplies,Fasteners,Staples,21.456,9,0.2,6.9732
133,CA-2013-145583,14-10-2013,20-10-2013,Lena Creighton,USA,Roseville,California,95661,West,Office Supplies,Paper,Xerox 195,20.04,3,0,9.6192
134,CA-2013-145583,14-10-2013,20-10-2013,Lena Creighton,USA,Roseville,California,95661,West,Office Supplies,Paper,Xerox 1880,35.44,1,0,16.6568
135,CA-2013-145583,14-10-2013,20-10-2013,Lena Creighton,USA,Roseville,California,95661,West,Office Supplies,Art,"Sanford Colorific Colored Pencils, 12/Box",11.52,4,0,3.456
136,CA-2013-145583,14-10-2013,20-10-2013,Lena Creighton,USA,Roseville,California,95661,West,Office Supplies,Fasteners,Ideal Clamps,4.02,2,0,1.9698
137,CA-2013-145583,14-10-2013,20-10-2013,Lena Creighton,USA,Roseville,California,95661,West,Office Supplies,Binders,GBC Wire Binding Strips,76.176,3,0.2,26.6616
138,CA-2013-145583,14-10-2013,20-10-2013,Lena Creighton,USA,Roseville,California,95661,West,Office Supplies,Supplies,Fiskars Softgrip Scissors,65.88,6,0,18.4464
139,CA-2013-145583,14-10-2013,20-10-2013,Lena Creighton,USA,Roseville,California,95661,West,Furniture,Furnishings,Longer-Life Soft White Bulbs,43.12,14,0,20.6976
